-0.03220722939033038, -34.51768738303946
0.6196789126366582, -33.861109031813214
1.1662562789323374, -32.93202797202795
1.6915591450802694, -31.463047375160016
2.2377228405397425, -29.590134935487043
2.9098197577070763, -27.046461144489314
3.497882399290848, -24.770184182015157
4.14888210381168, -22.091110016743812
4.905190584063821, -19.684538560031513
5.57734659706491, -17.27569782330343
6.270599822712498, -15.002257460848995
7.069043632423909, -12.731653698414249
8.01475425982468, -10.46502117600707
8.834708953018811, -9.273649167733652
9.675583571358217, -7.813178370924845
10.474500147739583, -6.621239042647488
11.483856988082337, -5.569805968679219
12.409120457007788, -4.650936668964846
13.502747956269076, -3.871438983551684
14.806756623658032, -3.097614498177876
